episode,total_reward,steps,epsilon,table_size,delivered_units,spoiled_units,deliveries_count,distance
372,-1489.946,200,0.7886333333333333,1294,25.0,343.0,5,178
373,-798.9239999999999,200,0.7880666666666667,1296,38.0,232.0,6,178
374,-1081.4119999999996,200,0.7875,1296,26.0,263.0,8,176
375,-1170.2179999999998,200,0.7869333333333334,1296,41.0,318.0,12,171
376,-974.248,200,0.7863666666666667,1296,28.0,249.0,5,179
377,-542.198,200,0.7858,1297,58.0,231.0,12,180
378,-1522.6259999999995,200,0.7852333333333333,1297,12.0,321.0,2,170
379,-1606.4359999999992,200,0.7846666666666666,1297,0.0,310.0,0,175
380,-1716.3939999999998,200,0.7841,1297,19.0,374.0,4,182
381,-1221.4980000000003,200,0.7835333333333334,1297,19.0,275.0,4,181
382,-1340.9120000000007,200,0.7829666666666666,1297,25.0,314.0,8,177
383,-1333.0839999999998,200,0.7824,1297,14.0,286.0,3,173
384,-1756.0380000000005,200,0.7818333333333334,1299,0.0,341.0,0,172
385,-1218.152,200,0.7812666666666667,1301,24.0,286.0,4,170
386,-1067.65,200,0.7807,1302,38.0,285.0,6,167
387,-1405.0679999999995,200,0.7801333333333333,1303,16.0,306.0,4,179
388,-1494.7039999999997,200,0.7795666666666666,1306,15.0,321.0,3,180
