episode,total_reward,steps,epsilon,replay_size,mean_loss,delivered_units,spoiled_units,deliveries_count,distance
295,-126.01659999999995,200,0.7582666666666666,59200,0.7561214555799961,9.0,261.0,3,166
296,-112.9036,200,0.75745,59400,0.7893669462203979,29.0,277.0,5,177
297,-147.86160000000004,200,0.7566333333333334,59600,0.7920187750458717,0.0,285.0,0,178
298,-92.90159999999999,200,0.7558166666666667,59800,0.7791847498714923,39.0,266.0,11,174
299,-80.79579999999999,200,0.755,60000,0.7969680425524711,43.0,248.0,9,172
300,-120.14519999999999,200,0.7541833333333333,60200,0.8131527368724346,33.0,304.0,8,181
301,-134.26679999999996,200,0.7533666666666667,60400,0.8046444244682789,16.0,297.0,4,170
302,-127.25179999999992,200,0.75255,60600,0.7712719391286373,25.0,298.0,6,176
303,-119.70399999999998,200,0.7517333333333334,60800,0.789052973985672,34.0,305.0,7,173
304,-109.18279999999992,200,0.7509166666666667,61000,0.7836055766046047,35.0,287.0,9,169
305,-86.94600000000003,200,0.7501,61200,0.7911813251674176,22.0,215.0,7,177
306,-103.07259999999998,200,0.7492833333333333,61400,0.8067549231648445,35.0,274.0,7,171
307,-86.85179999999995,200,0.7484666666666666,61600,0.8162176886200905,39.0,250.0,9,172
308,-147.85859999999994,200,0.7476499999999999,61800,0.7956152276694775,14.0,316.0,3,173
309,-107.46280000000003,200,0.7468333333333332,62000,0.818447221815586,19.0,247.0,8,172
310,-170.05680000000004,200,0.7460166666666667,62200,0.8320623475313187,10.0,351.0,2,179
311,-150.58700000000002,200,0.7452,62400,0.807924664914608,9.0,310.0,1,172
312,-114.61919999999996,200,0.7443833333333334,62600,0.7939794647693634,30.0,284.0,5,167
313,-99.95400000000004,200,0.7435666666666667,62800,0.7964652909338474,36.0,270.0,7,176
